,indoor_t_c,outdoor_t_c,q_solar_w,q_conduct_w,q_vent_w,q_internal_w,q_net_w
2024-05-31 20:00:00+05:30,46.88152749903231,41.03,0.0,-1477.97354452538,-91.7402481298286,100.0,-1469.7137926552086
2024-05-31 21:00:00+05:30,46.22988139117303,40.46,0.0,-1443.1807703529096,-90.46020045081082,100.0,-1433.6409708037202
2024-05-31 22:00:00+05:30,45.59017245368411,39.76,0.0,-1424.7859564680714,-91.4054437288595,100.0,-1416.1914001969308
2024-05-31 23:00:00+05:30,44.955744966464415,38.934999999999995,0.0,-1421.2192961307194,-94.39323958422915,100.0,-1415.6125357149485
2024-06-01 00:00:00+05:30,44.31761714168983,37.945,0.0,-1435.6084422775066,-99.90989154741327,100.0,-1435.5183338249199
2024-06-01 01:00:00+05:30,43.665824571569686,36.665,0.0,-1480.4709857492187,-109.75892763306958,100.0,-1490.229913382288
2024-06-01 02:00:00+05:30,42.98120183250407,35.055,0.0,-1557.3912141337232,-124.26699232999886,100.0,-1581.658206463722
2024-06-01 03:00:00+05:30,42.25510521718128,33.62,0.0,-1608.3871086189063,-135.38117959496816,100.0,-1643.7682882138743
2024-06-01 04:00:00+05:30,41.515805600247916,32.75,1.370848491705849,-1592.9530030389617,-137.43030020068684,100.0,-1629.0124547479427
2024-06-01 05:00:00+05:30,40.83079412491617,33.214999999999996,189.3302290719636,-1259.3146518606106,-119.40042029043569,100.0,-1089.3848430790829
2024-06-01 06:00:00+05:30,40.51075058585264,35.65,411.8832317805838,-759.6908647928402,-76.20684768499773,100.0,-324.01448069725416
2024-06-01 07:00:00+05:30,40.48130714873913,39.095,607.0044014458032,-244.20049066046772,-21.734523477932125,100.0,441.06938730740336
2024-06-01 08:00:00+05:30,40.85050801478061,41.805,909.3145116061686,237.95244467658497,14.964525344269694,100.0,1262.2314816270234
2024-06-01 09:00:00+05:30,41.521900139578484,43.455000000000005,1101.919017271078,460.01752272365275,30.30713961168857,100.0,1692.2436796064194
2024-06-01 10:00:00+05:30,42.31332187387777,44.76,1154.6078351358985,510.6826035633787,38.359019661344384,100.0,1803.6494583606218
2024-06-01 11:00:00+05:30,43.137289507476886,45.77,1257.3575269578052,572.5830149657053,41.2756351017773,100.0,1971.2161770252878
2024-06-01 12:00:00+05:30,44.07372185917461,46.455000000000005,1419.0672634184266,638.0640754810756,37.333678691860364,100.0,2194.4650175913625
2024-06-01 13:00:00+05:30,45.058202801285596,46.76500000000001,1372.3133240571085,489.27777068846194,26.759166481444456,100.0,1988.350261227015
2024-06-01 14:00:00+05:30,45.85847201465543,46.655,1205.3256939282808,226.8678372053374,12.487965754232137,100.0,1544.6814968878505
2024-06-01 15:00:00+05:30,46.485729724176075,46.19,1089.4279612841485,2.163876398768764,-4.636450615632424,100.0,1186.955387067285
2024-06-01 16:00:00+05:30,46.92802032585774,45.415,805.5203146193013,-370.6824210334624,-23.72113266879749,100.0,511.1167609170415
2024-06-01 17:00:00+05:30,46.981318377171384,44.285,385.56705284120625,-835.8915729237746,-42.27287951729292,100.0,-392.59739959986126
2024-06-01 18:00:00+05:30,46.66167718194907,42.46,95.8298139487477,-1212.1839743398466,-65.87389485859752,100.0,-1082.2280552496966
2024-06-01 19:00:00+05:30,46.09191103223267,40.660000000000004,0.0,-1399.8265132822855,-85.16150116334383,100.0,-1384.9880144456295
2024-06-01 20:00:00+05:30,45.45987992593439,39.455000000000005,0.0,-1439.2673363308986,-94.1445074787993,100.0,-1433.4118438096982
2024-06-01 21:00:00+05:30,44.8090693071162,38.27,0.0,-1473.6176220458353,-102.51952859696765,100.0,-1476.137150642803
2024-06-01 22:00:00+05:30,44.13841427195819,37.115,0.0,-1501.5937620427533,-110.11308895576046,100.0,-1511.706850998514
2024-06-01 23:00:00+05:30,43.45571039960322,36.07,0.0,-1515.3994552852766,-115.79316764497935,100.0,-1531.1926229302562
2024-06-02 00:00:00+05:30,42.76584734714547,35.089999999999996,0.0,-1520.8257295917158,-120.34193470854667,100.0,-1541.1676643002622
2024-06-02 01:00:00+05:30,42.07352628962196,34.19,0.0,-1516.9017365852112,-123.59792516869311,100.0,-1540.4996617539043
2024-06-02 02:00:00+05:30,41.383473473345255,33.38,0.0,-1503.2215367848312,-125.47845711510696,100.0,-1528.699993899938
2024-06-02 03:00:00+05:30,40.70114597119882,32.695,0.0,-1476.6844037276308,-125.52035653645511,100.0,-1502.204760264086
2024-06-02 04:00:00+05:30,40.033447397702105,32.115,0.0,-1440.581041184585,-124.14541830117365,100.0,-1464.7264594857586
2024-06-02 05:00:00+05:30,39.43096397057901,32.419999999999995,270.3498640158799,-1053.457565774803,-109.91789313073764,100.0,-793.0255948896607
2024-06-02 06:00:00+05:30,39.26972783734559,34.035000000000004,533.0774382100346,-630.7171768782779,-82.07006303390419,100.0,-79.70980170214749
2024-06-02 07:00:00+05:30,39.306350600628924,37.025,735.542859007588,-164.32209855810987,-35.76701471666036,100.0,635.4537457328179
2024-06-02 08:00:00+05:30,39.80314342907577,40.184999999999995,1095.0190468071712,424.63193183361653,5.9867473189501,100.0,1625.6377259597377
2024-06-02 09:00:00+05:30,40.65836239599872,42.214999999999996,1340.6762805642923,732.4477313064809,24.404964355532048,100.0,2197.5289762263055
2024-06-02 10:00:00+05:30,41.711041012536015,43.675000000000004,1498.9468838428702,856.335544346537,30.79094900546039,100.0,2486.0733771948676
2024-06-02 11:00:00+05:30,42.85230731515577,44.725,1584.1070337558822,846.4604067318401,29.36007591298781,100.0,2559.92751640071
2024-06-02 12:00:00+05:30,43.99277250481407,45.35,1607.9739280649173,753.6420864750867,21.27861266952498,100.0,2482.894627209529
2024-06-02 13:00:00+05:30,45.07812873635328,45.645,1575.8076569157822,593.2792793326371,8.887407671453296,100.0,2277.9743439198724
2024-06-02 14:00:00+05:30,46.04055167516955,45.59,1458.5708164217642,339.01215681473894,-7.063749163308309,100.0,1890.519224073195
2024-06-02 15:00:00+05:30,46.778024870279516,45.09,1152.9023348586056,-95.656728291173,-26.464853916242262,100.0,1130.7807526511904
2024-06-02 16:00:00+05:30,47.104577882035265,44.169999999999995,751.1301097004103,-585.9791711067859,-46.00831203454888,100.0,219.14262655907552
2024-06-02 17:00:00+05:30,47.05309681506961,42.875,383.5507662977017,-1006.7999907800862,-65.50420186666136,100.0,-588.753426349046
2024-06-02 18:00:00+05:30,46.646885941820805,40.785000000000004,98.21857236856414,-1396.1118608873787,-91.90264779586653,100.0,-1289.7959363146813
2024-06-02 19:00:00+05:30,45.97849461048805,38.815000000000005,0.0,-1589.687176773189,-112.3092685032317,100.0,-1601.9964452764207
2024-06-02 20:00:00+05:30,45.254836325749785,37.830000000000005,0.0,-1590.552775582809,-116.40658391510512,100.0,-1606.9593594979142
2024-06-02 21:00:00+05:30,44.53973758345048,37.25,0.0,-1547.265752933771,-114.2885058333366,100.0,-1561.5542587671073
2024-06-02 22:00:00+05:30,43.85078087185039,36.87,0.0,-1485.4962754910746,-109.44468250887034,100.0,-1494.9409579999449
2024-06-02 23:00:00+05:30,43.35279847520187,36.7,0.0,-1429.1030295447792,-104.302574494215,100.0,-1433.4056040389942
